T,P,mole_frac_benzene,mole_frac_toluene,enth_mol,entr_mol,h_benzene,h_toluene,s_benzene,s_toluene
574.4156,703097.0,0.5565276037937141,0.44347239620628587,1.0,1.0,1.0,1.0,1.0,1.0
219.0382,249491.0,0.6724383266393938,0.32756167336060615,1.0,1.0,1.0,1.0,1.0,1.0
467.8896,543260.0,0.7478922553485907,0.2521077446514093,1.0,1.0,1.0,1.0,1.0,1.0
466.5474,7161.0,0.32258973904168287,0.6774102609583171,1.0,1.0,1.0,1.0,1.0,1.0
640.6018,805088.0,0.6372031989237801,0.3627968010762199,1.0,1.0,1.0,1.0,1.0,1.0
425.0424,655606.0,0.7748655978096508,0.2251344021903492,1.0,1.0,1.0,1.0,1.0,1.0
248.9451,746865.0,0.7945701926586781,0.20542980734132188,1.0,1.0,1.0,1.0,1.0,1.0
575.5973,721034.0,0.34774534429777804,0.652254655702222,1.0,1.0,1.0,1.0,1.0,1.0
539.7345,817972.0,0.5132086925477362,0.48679130745226384,1.0,1.0,1.0,1.0,1.0,1.0
424.692,141337.0,0.4607326140265005,0.5392673859734995,1.0,1.0,1.0,1.0,1.0,1.0
300.9199,165785.0,0.7236052735982772,0.2763947264017228,1.0,1.0,1.0,1.0,1.0,1.0
309.8403,763623.0,0.631558100378069,0.36844189962193097,1.0,1.0,1.0,1.0,1.0,1.0
272.3116,194477.0,0.7667615379900266,0.23323846200997345,1.0,1.0,1.0,1.0,1.0,1.0
666.1887,281538.0,0.5615417628936421,0.4384582371063579,1.0,1.0,1.0,1.0,1.0,1.0
217.0072,47044.0,0.386335746893074,0.6136642531069261,1.0,1.0,1.0,1.0,1.0,1.0
573.5563,375226.0,0.35708265612271584,0.6429173438772842,1.0,1.0,1.0,1.0,1.0,1.0
569.7371,114950.0,0.5845710512335529,0.4154289487664471,1.0,1.0,1.0,1.0,1.0,1.0
441.3405,666826.0,0.7419634039245706,0.2580365960754294,1.0,1.0,1.0,1.0,1.0,1.0
549.611,467996.0,0.34105546094091876,0.6589445390590812,1.0,1.0,1.0,1.0,1.0,1.0
577.4625,32430.0,0.5132185836397032,0.4867814163602968,1.0,1.0,1.0,1.0,1.0,1.0
539.7751,612300.0,0.7350595955282411,0.26494040447175893,1.0,1.0,1.0,1.0,1.0,1.0
465.1769,586916.0,0.42520876786667344,0.5747912321333266,1.0,1.0,1.0,1.0,1.0,1.0
451.2672,412575.0,0.20150048627013553,0.7984995137298645,1.0,1.0,1.0,1.0,1.0,1.0
343.6015,569683.0,0.7478158498146037,0.2521841501853963,1.0,1.0,1.0,1.0,1.0,1.0
217.3325,492984.0,0.4605482001588947,0.5394517998411053,1.0,1.0,1.0,1.0,1.0,1.0
608.5451,454020.0,0.6770088030553005,0.32299119694469947,1.0,1.0,1.0,1.0,1.0,1.0
410.0308,98108.0,0.5745732092000518,0.42542679079994816,1.0,1.0,1.0,1.0,1.0,1.0
583.6032,536633.0,0.48442904337781856,0.5155709566221814,1.0,1.0,1.0,1.0,1.0,1.0
318.657,639688.0,0.6711185013937999,0.3288814986062001,1.0,1.0,1.0,1.0,1.0,1.0
669.061,117317.0,0.38252610961672096,0.617473890383279,1.0,1.0,1.0,1.0,1.0,1.0
578.2363,19711.0,0.49184276288986223,0.5081572371101377,1.0,1.0,1.0,1.0,1.0,1.0
233.9236,319251.0,0.4469077074710343,0.5530922925289656,1.0,1.0,1.0,1.0,1.0,1.0
332.8872,68063.0,0.4255306710497537,0.5744693289502463,1.0,1.0,1.0,1.0,1.0,1.0
389.2764,692802.0,0.46159321451117324,0.5384067854888268,1.0,1.0,1.0,1.0,1.0,1.0
485.6516,365350.0,0.7572492700542588,0.2427507299457412,1.0,1.0,1.0,1.0,1.0,1.0
239.7359,435525.0,0.786485354378696,0.21351464562130396,1.0,1.0,1.0,1.0,1.0,1.0
219.5399,61273.0,0.31260639897211173,0.6873936010278883,1.0,1.0,1.0,1.0,1.0,1.0
431.6998,67136.0,0.7783029765051646,0.22169702349483544,1.0,1.0,1.0,1.0,1.0,1.0
637.5182,694041.0,0.3312425346919369,0.6687574653080631,1.0,1.0,1.0,1.0,1.0,1.0
582.0573,251401.0,0.5509298341587321,0.4490701658412679,1.0,1.0,1.0,1.0,1.0,1.0
226.7159,673516.0,0.2046744783810551,0.7953255216189449,1.0,1.0,1.0,1.0,1.0,1.0
559.9683,781570.0,0.4141558006409324,0.5858441993590676,1.0,1.0,1.0,1.0,1.0,1.0
520.051,591610.0,0.5962040104761122,0.40379598952388784,1.0,1.0,1.0,1.0,1.0,1.0
574.0503,555273.0,0.5916097266868281,0.4083902733131719,1.0,1.0,1.0,1.0,1.0,1.0
527.8745,419182.0,0.5091255093137941,0.4908744906862059,1.0,1.0,1.0,1.0,1.0,1.0
200.3613,430576.0,0.3474193722317639,0.6525806277682361,1.0,1.0,1.0,1.0,1.0,1.0
331.6166,752074.0,0.7591241271537803,0.2408758728462197,1.0,1.0,1.0,1.0,1.0,1.0
592.6604,637862.0,0.6553996185026836,0.3446003814973164,1.0,1.0,1.0,1.0,1.0,1.0
653.5027,14263.0,0.5754356279220461,0.42456437207795394,1.0,1.0,1.0,1.0,1.0,1.0
555.5129,296743.0,0.33114875533723526,0.6688512446627648,1.0,1.0,1.0,1.0,1.0,1.0
355.7297,17409.0,0.2722652521583845,0.7277347478416155,1.0,1.0,1.0,1.0,1.0,1.0
513.9004,363258.0,0.46373389924998504,0.5362661007500149,1.0,1.0,1.0,1.0,1.0,1.0
434.9089,394188.0,0.29728438376989785,0.7027156162301021,1.0,1.0,1.0,1.0,1.0,1.0
552.1802,184002.0,0.22939533659094352,0.7706046634090564,1.0,1.0,1.0,1.0,1.0,1.0
201.6658,329754.0,0.23906111348935888,0.7609388865106411,1.0,1.0,1.0,1.0,1.0,1.0
411.0904,350912.0,0.5958301353030424,0.4041698646969576,1.0,1.0,1.0,1.0,1.0,1.0
670.2217,584284.0,0.27465766159718147,0.7253423384028186,1.0,1.0,1.0,1.0,1.0,1.0
407.8965,366455.0,0.5159942810251894,0.4840057189748106,1.0,1.0,1.0,1.0,1.0,1.0
518.6665,697189.0,0.29485518837878333,0.7051448116212167,1.0,1.0,1.0,1.0,1.0,1.0
245.2582,516061.0,0.34649713699159207,0.6535028630084079,1.0,1.0,1.0,1.0,1.0,1.0
616.6859,524543.0,0.43419629803090676,0.5658037019690932,1.0,1.0,1.0,1.0,1.0,1.0
410.6572,198462.0,0.2284279030425189,0.7715720969574811,1.0,1.0,1.0,1.0,1.0,1.0
636.2289,436021.0,0.7557822755794099,0.2442177244205901,1.0,1.0,1.0,1.0,1.0,1.0
590.1202,762950.0,0.41189183048802835,0.5881081695119716,1.0,1.0,1.0,1.0,1.0,1.0
607.8576,179475.0,0.301579640613476,0.698420359386524,1.0,1.0,1.0,1.0,1.0,1.0
442.1309,788973.0,0.4060030928543602,0.5939969071456398,1.0,1.0,1.0,1.0,1.0,1.0
453.3913,418850.0,0.28414605007603266,0.7158539499239673,1.0,1.0,1.0,1.0,1.0,1.0
347.6537,693092.0,0.24094937962632007,0.75905062037368,1.0,1.0,1.0,1.0,1.0,1.0
197.6177,193053.0,0.24968813132488538,0.7503118686751147,1.0,1.0,1.0,1.0,1.0,1.0
360.0546,405539.0,0.20787278397601006,0.7921272160239899,1.0,1.0,1.0,1.0,1.0,1.0
632.0164,757278.0,0.2941336917296077,0.7058663082703923,1.0,1.0,1.0,1.0,1.0,1.0
325.2285,625230.0,0.49736006895689483,0.5026399310431051,1.0,1.0,1.0,1.0,1.0,1.0
195.5346,259656.0,0.728625327777545,0.27137467222245504,1.0,1.0,1.0,1.0,1.0,1.0
276.9303,799801.0,0.23059493883778032,0.7694050611622196,1.0,1.0,1.0,1.0,1.0,1.0
656.5344,290429.0,0.24628354558972207,0.7537164544102779,1.0,1.0,1.0,1.0,1.0,1.0
414.3804,344267.0,0.33939498871376106,0.6606050112862389,1.0,1.0,1.0,1.0,1.0,1.0
616.2592,582949.0,0.3882072293149387,0.6117927706850613,1.0,1.0,1.0,1.0,1.0,1.0
551.7705,741825.0,0.4822140461207834,0.5177859538792167,1.0,1.0,1.0,1.0,1.0,1.0
550.0749,10593.0,0.3428713913108107,0.6571286086891893,1.0,1.0,1.0,1.0,1.0,1.0
588.5631,590530.0,0.34451809216341056,0.6554819078365894,1.0,1.0,1.0,1.0,1.0,1.0
602.8733,802892.0,0.6097076770397498,0.3902923229602502,1.0,1.0,1.0,1.0,1.0,1.0
566.3739,30887.0,0.21968192810017528,0.7803180718998247,1.0,1.0,1.0,1.0,1.0,1.0
342.1084,792930.0,0.3311457449189241,0.6688542550810759,1.0,1.0,1.0,1.0,1.0,1.0
609.0548,781879.0,0.5168134189618718,0.48318658103812817,1.0,1.0,1.0,1.0,1.0,1.0
497.595,513478.0,0.2994464286982095,0.7005535713017905,1.0,1.0,1.0,1.0,1.0,1.0
338.7154,336602.0,0.5645368416494154,0.4354631583505846,1.0,1.0,1.0,1.0,1.0,1.0
209.5198,838935.0,0.5193885571262882,0.4806114428737118,1.0,1.0,1.0,1.0,1.0,1.0
369.7644,303699.0,0.35229519943375853,0.6477048005662415,1.0,1.0,1.0,1.0,1.0,1.0
419.7943,641350.0,0.6170978585196767,0.3829021414803233,1.0,1.0,1.0,1.0,1.0,1.0
671.4458,768883.0,0.5618961357712482,0.4381038642287518,1.0,1.0,1.0,1.0,1.0,1.0
383.621,883392.0,0.6240910446086176,0.37590895539138236,1.0,1.0,1.0,1.0,1.0,1.0
580.4085,158749.0,0.6898112638419258,0.3101887361580742,1.0,1.0,1.0,1.0,1.0,1.0
655.1006,101313.0,0.4154976728633626,0.5845023271366374,1.0,1.0,1.0,1.0,1.0,1.0
424.8946,4525.0,0.5016033282030627,0.49839667179693725,1.0,1.0,1.0,1.0,1.0,1.0
518.9076,809074.0,0.632108891223175,0.36789110877682496,1.0,1.0,1.0,1.0,1.0,1.0
448.7926,604817.0,0.381192252017706,0.618807747982294,1.0,1.0,1.0,1.0,1.0,1.0
373.2404,685066.0,0.547984957468129,0.45201504253187097,1.0,1.0,1.0,1.0,1.0,1.0
647.0417,410231.0,0.5684628563287877,0.4315371436712123,1.0,1.0,1.0,1.0,1.0,1.0
312.8545,813600.0,0.4352191630415644,0.5647808369584356,1.0,1.0,1.0,1.0,1.0,1.0
657.3691,371780.0,0.6505232019115138,0.3494767980884862,1.0,1.0,1.0,1.0,1.0,1.0
277.3684,503261.0,0.5208233253809758,0.47917667461902425,1.0,1.0,1.0,1.0,1.0,1.0
399.8718,106693.0,0.6719766101823134,0.32802338981768664,1.0,1.0,1.0,1.0,1.0,1.0
367.6593,218163.0,0.6296738704804739,0.37032612951952615,1.0,1.0,1.0,1.0,1.0,1.0
494.193,552797.0,0.4647648798736225,0.5352351201263774,1.0,1.0,1.0,1.0,1.0,1.0
263.5251,376352.0,0.456777844272523,0.543222155727477,1.0,1.0,1.0,1.0,1.0,1.0
513.4311,759675.0,0.25686228908193487,0.7431377109180651,1.0,1.0,1.0,1.0,1.0,1.0
365.4258,709122.0,0.2749587290669064,0.7250412709330936,1.0,1.0,1.0,1.0,1.0,1.0
417.2025,476297.0,0.7861245423781089,0.21387545762189109,1.0,1.0,1.0,1.0,1.0,1.0
538.9589,197315.0,0.3648958951245645,0.6351041048754356,1.0,1.0,1.0,1.0,1.0,1.0
330.6345,506985.0,0.7667561717881715,0.23324382821182854,1.0,1.0,1.0,1.0,1.0,1.0
442.0778,188630.0,0.7157568987472025,0.2842431012527975,1.0,1.0,1.0,1.0,1.0,1.0
442.4723,883832.0,0.5409838990593312,0.4590161009406688,1.0,1.0,1.0,1.0,1.0,1.0
340.2764,141019.0,0.44864472472383876,0.5513552752761612,1.0,1.0,1.0,1.0,1.0,1.0
457.1655,177362.0,0.6985875023333512,0.3014124976666488,1.0,1.0,1.0,1.0,1.0,1.0
284.0126,236455.0,0.6672718925888048,0.3327281074111952,1.0,1.0,1.0,1.0,1.0,1.0
334.0761,118486.0,0.4048714758865431,0.595128524113457,1.0,1.0,1.0,1.0,1.0,1.0
338.9216,18209.0,0.45422800928700924,0.5457719907129908,1.0,1.0,1.0,1.0,1.0,1.0
479.3849,443372.0,0.36691309924938836,0.6330869007506117,1.0,1.0,1.0,1.0,1.0,1.0
382.4864,15738.0,0.278561762087983,0.721438237912017,1.0,1.0,1.0,1.0,1.0,1.0
632.9102,178119.0,0.47805249292810903,0.521947507071891,1.0,1.0,1.0,1.0,1.0,1.0
428.8445,105096.0,0.6123990548943343,0.3876009451056657,1.0,1.0,1.0,1.0,1.0,1.0
382.0497,523402.0,0.5995510781780788,0.40044892182192116,1.0,1.0,1.0,1.0,1.0,1.0
266.1754,549877.0,0.3103571904735185,0.6896428095264815,1.0,1.0,1.0,1.0,1.0,1.0
247.3931,117952.0,0.2427928963254387,0.7572071036745613,1.0,1.0,1.0,1.0,1.0,1.0
526.6786,62763.0,0.37411886034950936,0.6258811396504906,1.0,1.0,1.0,1.0,1.0,1.0
454.9268,524086.0,0.7937620009062896,0.20623799909371043,1.0,1.0,1.0,1.0,1.0,1.0
296.2833,149272.0,0.7278836322558249,0.27211636774417514,1.0,1.0,1.0,1.0,1.0,1.0
265.8624,160235.0,0.46071231749348984,0.5392876825065102,1.0,1.0,1.0,1.0,1.0,1.0
550.5064,618636.0,0.20869885862683374,0.7913011413731663,1.0,1.0,1.0,1.0,1.0,1.0
198.5242,899905.0,0.2649066105716589,0.7350933894283411,1.0,1.0,1.0,1.0,1.0,1.0
283.1476,463312.0,0.3066995196378138,0.6933004803621863,1.0,1.0,1.0,1.0,1.0,1.0
630.3116,225281.0,0.7471802971487165,0.2528197028512835,1.0,1.0,1.0,1.0,1.0,1.0
441.5919,102303.0,0.5536358400188881,0.4463641599811119,1.0,1.0,1.0,1.0,1.0,1.0
320.2168,328880.0,0.5614838766423031,0.43851612335769685,1.0,1.0,1.0,1.0,1.0,1.0
621.8665,292251.0,0.7322565992038388,0.2677434007961612,1.0,1.0,1.0,1.0,1.0,1.0
340.6186,854904.0,0.25493057209389547,0.7450694279061045,1.0,1.0,1.0,1.0,1.0,1.0
653.1703,352280.0,0.4878528639895919,0.5121471360104082,1.0,1.0,1.0,1.0,1.0,1.0
278.836,489612.0,0.5672928508279623,0.4327071491720377,1.0,1.0,1.0,1.0,1.0,1.0
244.0121,601927.0,0.4698693993453105,0.5301306006546895,1.0,1.0,1.0,1.0,1.0,1.0
492.1717,469266.0,0.4555747372320215,0.5444252627679784,1.0,1.0,1.0,1.0,1.0,1.0
616.8314,645520.0,0.508824547978082,0.49117545202191804,1.0,1.0,1.0,1.0,1.0,1.0
300.1745,411965.0,0.5123085593033835,0.4876914406966165,1.0,1.0,1.0,1.0,1.0,1.0
643.9776,543280.0,0.6803040255504558,0.31969597444954423,1.0,1.0,1.0,1.0,1.0,1.0
413.9067,208681.0,0.48639841642475784,0.5136015835752421,1.0,1.0,1.0,1.0,1.0,1.0
503.2604,261706.0,0.6238028187864683,0.37619718121353174,1.0,1.0,1.0,1.0,1.0,1.0
426.943,259055.0,0.660552404998648,0.339447595001352,1.0,1.0,1.0,1.0,1.0,1.0
236.0899,70290.0,0.776494501315667,0.223505498684333,1.0,1.0,1.0,1.0,1.0,1.0
196.8236,84018.0,0.7706811062317678,0.22931889376823222,1.0,1.0,1.0,1.0,1.0,1.0
620.0276,613468.0,0.7175097613642545,0.2824902386357455,1.0,1.0,1.0,1.0,1.0,1.0
220.8767,580824.0,0.2953237986361143,0.7046762013638856,1.0,1.0,1.0,1.0,1.0,1.0
576.7747,783779.0,0.2912302507852985,0.7087697492147015,1.0,1.0,1.0,1.0,1.0,1.0
523.2246,469023.0,0.7034893782345879,0.2965106217654121,1.0,1.0,1.0,1.0,1.0,1.0
256.5027,805081.0,0.648863050434765,0.351136949565235,1.0,1.0,1.0,1.0,1.0,1.0
577.9315,39173.0,0.3739029090240634,0.6260970909759366,1.0,1.0,1.0,1.0,1.0,1.0
513.8146,212026.0,0.5151005612393551,0.4848994387606449,1.0,1.0,1.0,1.0,1.0,1.0
453.7646,607144.0,0.45772469735100696,0.542275302648993,1.0,1.0,1.0,1.0,1.0,1.0
657.9726,194521.0,0.7626334566886961,0.2373665433113039,1.0,1.0,1.0,1.0,1.0,1.0
310.9639,647513.0,0.32753711533206453,0.6724628846679355,1.0,1.0,1.0,1.0,1.0,1.0
487.3335,85494.0,0.46232364844479423,0.5376763515552058,1.0,1.0,1.0,1.0,1.0,1.0
553.9453,48269.0,0.5979046533039749,0.4020953466960251,1.0,1.0,1.0,1.0,1.0,1.0
368.3007,423543.0,0.2900505001246161,0.7099494998753839,1.0,1.0,1.0,1.0,1.0,1.0
338.192,272114.0,0.6148280288343654,0.3851719711656346,1.0,1.0,1.0,1.0,1.0,1.0
329.4432,774323.0,0.39890995291924014,0.6010900470807599,1.0,1.0,1.0,1.0,1.0,1.0
541.4003,366766.0,0.43130388786100876,0.5686961121389913,1.0,1.0,1.0,1.0,1.0,1.0
550.6179,174055.0,0.33017224616320084,0.6698277538367992,1.0,1.0,1.0,1.0,1.0,1.0
487.4508,12280.0,0.3209642777639562,0.6790357222360438,1.0,1.0,1.0,1.0,1.0,1.0
564.1873,412815.0,0.22405099141260598,0.775949008587394,1.0,1.0,1.0,1.0,1.0,1.0
354.5847,622622.0,0.7975129688591946,0.20248703114080535,1.0,1.0,1.0,1.0,1.0,1.0
560.409,710256.0,0.7189365888754777,0.28106341112452227,1.0,1.0,1.0,1.0,1.0,1.0
567.6318,887730.0,0.763344621155561,0.236655378844439,1.0,1.0,1.0,1.0,1.0,1.0
254.2631,611646.0,0.28684251831100593,0.7131574816889941,1.0,1.0,1.0,1.0,1.0,1.0
481.5544,29922.0,0.5440965388771074,0.4559034611228926,1.0,1.0,1.0,1.0,1.0,1.0
428.2294,746819.0,0.21953917187799477,0.7804608281220052,1.0,1.0,1.0,1.0,1.0,1.0
213.5505,484740.0,0.6704775944314547,0.3295224055685453,1.0,1.0,1.0,1.0,1.0,1.0
323.2137,619315.0,0.363947577751496,0.636052422248504,1.0,1.0,1.0,1.0,1.0,1.0
652.9063,274163.0,0.523064566940501,0.47693543305949904,1.0,1.0,1.0,1.0,1.0,1.0
404.8924,475234.0,0.6855306880280069,0.3144693119719931,1.0,1.0,1.0,1.0,1.0,1.0
562.6619,841336.0,0.5247237503541118,0.4752762496458882,1.0,1.0,1.0,1.0,1.0,1.0
617.9536,716132.0,0.28077963139816564,0.7192203686018344,1.0,1.0,1.0,1.0,1.0,1.0
553.8302,303704.0,0.290710261211336,0.7092897387886641,1.0,1.0,1.0,1.0,1.0,1.0
549.9188,442293.0,0.23309709190707303,0.7669029080929269,1.0,1.0,1.0,1.0,1.0,1.0
636.9483,581586.0,0.30776477937818825,0.6922352206218118,1.0,1.0,1.0,1.0,1.0,1.0
498.7903,645838.0,0.32944839526368264,0.6705516047363174,1.0,1.0,1.0,1.0,1.0,1.0
366.4999,364295.0,0.6813834891441717,0.3186165108558283,1.0,1.0,1.0,1.0,1.0,1.0
545.5333,829181.0,0.2814177523932203,0.7185822476067797,1.0,1.0,1.0,1.0,1.0,1.0
564.7582,481962.0,0.6949531043346039,0.3050468956653961,1.0,1.0,1.0,1.0,1.0,1.0
538.7117,101132.0,0.620758593446228,0.37924140655377203,1.0,1.0,1.0,1.0,1.0,1.0
241.2535,628902.0,0.5727191167964537,0.4272808832035463,1.0,1.0,1.0,1.0,1.0,1.0
287.3134,204982.0,0.6394254261216944,0.3605745738783056,1.0,1.0,1.0,1.0,1.0,1.0
608.4899,337066.0,0.37319394221230406,0.6268060577876959,1.0,1.0,1.0,1.0,1.0,1.0
592.8979,232014.0,0.691966955788283,0.30803304421171696,1.0,1.0,1.0,1.0,1.0,1.0
626.4372,473980.0,0.43206010055534166,0.5679398994446583,1.0,1.0,1.0,1.0,1.0,1.0
227.9958,338093.0,0.4532611108478573,0.5467388891521427,1.0,1.0,1.0,1.0,1.0,1.0
425.7748,564999.0,0.7406093392794746,0.2593906607205254,1.0,1.0,1.0,1.0,1.0,1.0
540.82,381128.0,0.47023024252182616,0.5297697574781739,1.0,1.0,1.0,1.0,1.0,1.0
302.0663,695248.0,0.7503465282088437,0.24965347179115627,1.0,1.0,1.0,1.0,1.0,1.0
376.9334,162089.0,0.24969860324824222,0.7503013967517578,1.0,1.0,1.0,1.0,1.0,1.0
220.321,864336.0,0.48000845122728897,0.519991548772711,1.0,1.0,1.0,1.0,1.0,1.0
505.3813,244406.0,0.45935155076181583,0.5406484492381842,1.0,1.0,1.0,1.0,1.0,1.0
359.4823,388537.0,0.49740602016536756,0.5025939798346324,1.0,1.0,1.0,1.0,1.0,1.0
423.2995,243300.0,0.4614480600787859,0.5385519399212141,1.0,1.0,1.0,1.0,1.0,1.0
277.2129,304183.0,0.7143919072418978,0.28560809275810217,1.0,1.0,1.0,1.0,1.0,1.0
660.2552,731770.0,0.45232643473107215,0.5476735652689279,1.0,1.0,1.0,1.0,1.0,1.0
224.9143,548107.0,0.44247591061062785,0.5575240893893721,1.0,1.0,1.0,1.0,1.0,1.0
453.9159,840589.0,0.5554430720982733,0.44455692790172674,1.0,1.0,1.0,1.0,1.0,1.0
233.4877,311600.0,0.557584498926786,0.44241550107321403,1.0,1.0,1.0,1.0,1.0,1.0
458.0805,235277.0,0.6740461547263807,0.32595384527361926,1.0,1.0,1.0,1.0,1.0,1.0
206.8398,430655.0,0.7766526800200708,0.22334731997992918,1.0,1.0,1.0,1.0,1.0,1.0
321.9348,508241.0,0.31381274822197675,0.6861872517780232,1.0,1.0,1.0,1.0,1.0,1.0
605.3681,729891.0,0.37980999784021996,0.62019000215978,1.0,1.0,1.0,1.0,1.0,1.0
200.1305,794325.0,0.47624790368109776,0.5237520963189022,1.0,1.0,1.0,1.0,1.0,1.0
598.9034,212124.0,0.3111373444775338,0.6888626555224662,1.0,1.0,1.0,1.0,1.0,1.0
613.6563,741535.0,0.7297735732540451,0.2702264267459549,1.0,1.0,1.0,1.0,1.0,1.0
589.4945,345822.0,0.3995775851321334,0.6004224148678666,1.0,1.0,1.0,1.0,1.0,1.0
324.127,553251.0,0.5466801179079894,0.4533198820920106,1.0,1.0,1.0,1.0,1.0,1.0
353.0049,581739.0,0.2447243887831757,0.7552756112168243,1.0,1.0,1.0,1.0,1.0,1.0
218.4345,29999.0,0.2684036563049605,0.7315963436950395,1.0,1.0,1.0,1.0,1.0,1.0
594.0956,883794.0,0.7842402625614269,0.21575973743857313,1.0,1.0,1.0,1.0,1.0,1.0
428.5659,838524.0,0.3541997394629005,0.6458002605370995,1.0,1.0,1.0,1.0,1.0,1.0
602.3248,819978.0,0.7912302313305677,0.2087697686694323,1.0,1.0,1.0,1.0,1.0,1.0
216.5714,625019.0,0.4638905754641066,0.5361094245358934,1.0,1.0,1.0,1.0,1.0,1.0
351.2921,698620.0,0.2949659405170068,0.7050340594829931,1.0,1.0,1.0,1.0,1.0,1.0
552.4261,615296.0,0.2306006418861275,0.7693993581138725,1.0,1.0,1.0,1.0,1.0,1.0
530.6251,75415.0,0.7666592346224157,0.2333407653775843,1.0,1.0,1.0,1.0,1.0,1.0
227.0907,809275.0,0.6312088171208479,0.36879118287915214,1.0,1.0,1.0,1.0,1.0,1.0
536.8711,700741.0,0.5282652750393177,0.47173472496068225,1.0,1.0,1.0,1.0,1.0,1.0
376.0659,685292.0,0.7836786403203555,0.2163213596796445,1.0,1.0,1.0,1.0,1.0,1.0
347.7637,302061.0,0.3115115857171755,0.6884884142828245,1.0,1.0,1.0,1.0,1.0,1.0
199.5008,388134.0,0.5852352550322768,0.4147647449677232,1.0,1.0,1.0,1.0,1.0,1.0
489.4022,76488.0,0.28713301668276703,0.712866983317233,1.0,1.0,1.0,1.0,1.0,1.0
246.8878,312680.0,0.7866191323201641,0.21338086767983588,1.0,1.0,1.0,1.0,1.0,1.0
204.5959,761229.0,0.21520308736026125,0.7847969126397387,1.0,1.0,1.0,1.0,1.0,1.0
229.4601,213795.0,0.2214778712479837,0.7785221287520163,1.0,1.0,1.0,1.0,1.0,1.0
447.626,833817.0,0.20865884183341696,0.791341158166583,1.0,1.0,1.0,1.0,1.0,1.0
554.5364,576422.0,0.31242310627443914,0.6875768937255609,1.0,1.0,1.0,1.0,1.0,1.0
590.8334,261631.0,0.5504396531466763,0.4495603468533237,1.0,1.0,1.0,1.0,1.0,1.0
480.3869,822626.0,0.20108703279957166,0.7989129672004284,1.0,1.0,1.0,1.0,1.0,1.0
265.7915,345359.0,0.2764733918967004,0.7235266081032996,1.0,1.0,1.0,1.0,1.0,1.0
229.1417,392155.0,0.6142019207708189,0.3857980792291811,1.0,1.0,1.0,1.0,1.0,1.0
617.6453,817676.0,0.5129586189011959,0.4870413810988041,1.0,1.0,1.0,1.0,1.0,1.0
574.7682,198873.0,0.7086903204037442,0.29130967959625576,1.0,1.0,1.0,1.0,1.0,1.0
546.8097,611799.0,0.7539933447936886,0.24600665520631138,1.0,1.0,1.0,1.0,1.0,1.0
430.6204,812224.0,0.21185922276217195,0.788140777237828,1.0,1.0,1.0,1.0,1.0,1.0
398.9947,278907.0,0.3780692663263091,0.6219307336736909,1.0,1.0,1.0,1.0,1.0,1.0
511.0034,671460.0,0.6314576280804927,0.36854237191950734,1.0,1.0,1.0,1.0,1.0,1.0
540.7062,351195.0,0.6287968222586616,0.3712031777413384,1.0,1.0,1.0,1.0,1.0,1.0
194.9405,155932.0,0.673020359194376,0.32697964080562403,1.0,1.0,1.0,1.0,1.0,1.0
506.9225,499627.0,0.5877814560745351,0.41221854392546486,1.0,1.0,1.0,1.0,1.0,1.0
520.0284,662868.0,0.6013385066267722,0.39866149337322776,1.0,1.0,1.0,1.0,1.0,1.0
549.019,394249.0,0.5369199891683152,0.4630800108316848,1.0,1.0,1.0,1.0,1.0,1.0
375.2161,61864.0,0.72010782329003,0.27989217670997,1.0,1.0,1.0,1.0,1.0,1.0
609.4902,29260.0,0.5983576685610812,0.4016423314389188,1.0,1.0,1.0,1.0,1.0,1.0
535.2746,194830.0,0.6714518621197729,0.3285481378802271,1.0,1.0,1.0,1.0,1.0,1.0
283.6293,379236.0,0.41869836606751276,0.5813016339324872,1.0,1.0,1.0,1.0,1.0,1.0
643.5295,457819.0,0.5144221776094737,0.48557782239052627,1.0,1.0,1.0,1.0,1.0,1.0
306.08,92991.0,0.20029030658595073,0.7997096934140493,1.0,1.0,1.0,1.0,1.0,1.0
319.5575,879034.0,0.7621348918593938,0.23786510814060624,1.0,1.0,1.0,1.0,1.0,1.0
530.7471,58937.0,0.6611271256976889,0.33887287430231106,1.0,1.0,1.0,1.0,1.0,1.0
386.3448,110463.0,0.7613134005566011,0.23868659944339887,1.0,1.0,1.0,1.0,1.0,1.0
290.5928,239256.0,0.38225002567909533,0.6177499743209047,1.0,1.0,1.0,1.0,1.0,1.0
506.6822,831995.0,0.41801741920619556,0.5819825807938044,1.0,1.0,1.0,1.0,1.0,1.0
655.8163,843091.0,0.38943813603237504,0.6105618639676249,1.0,1.0,1.0,1.0,1.0,1.0
343.6008,218968.0,0.32736113040992054,0.6726388695900795,1.0,1.0,1.0,1.0,1.0,1.0
350.2361,837450.0,0.6302807571068334,0.3697192428931666,1.0,1.0,1.0,1.0,1.0,1.0
617.6912,639003.0,0.49644353528189406,0.5035564647181059,1.0,1.0,1.0,1.0,1.0,1.0
566.361,865335.0,0.7264406671702237,0.2735593328297763,1.0,1.0,1.0,1.0,1.0,1.0
645.8357,593692.0,0.6131094525556764,0.3868905474443236,1.0,1.0,1.0,1.0,1.0,1.0
389.2119,598156.0,0.5406116766889716,0.4593883233110284,1.0,1.0,1.0,1.0,1.0,1.0
553.0254,520499.0,0.7166894146122322,0.28331058538776777,1.0,1.0,1.0,1.0,1.0,1.0
